uniqueID,sc,year,round,fdate,site,AM_PM,transect,treatment,L_R,genus,species,ssp,sex,detby,Taxonomy_notes,det_date,basicID,non_bee_desc1,plant_code,plant_genus_2013,plant_species_2013,plant_genus,plant_species,planted,coll,lat,lon,spec_notes,plant_check1,plant_check2,error_redo
NAT.CIG2011_255,2011_URWAT,2011,1,6/3/11,URWA,AM,3,T,,NULL,NULL,NULL,NULL,NULL,,0000-00-00,other,NULL,LEVU,0,0,0,0,no,CLW,40.703892,-74.700793,,,,
NAT.CIG2011_256,2011_URWAT,2011,1,6/3/11,URWA,AM,3,T,,NULL,NULL,NULL,NULL,NULL,,0000-00-00,other,NULL,LEVU,0,0,0,0,no,CLW,40.703892,-74.700793,,,,
NAT.CIG2011_257,2011_URWAC,2011,1,6/3/11,URWA,AM,3,C,,NULL,NULL,NULL,NULL,NULL,,0000-00-00,other,NULL,HIPR,0,0,0,0,no,CLW,40.701794,-74.700673,,,,
NAT.CIG2011_258,2011_URWAC,2011,1,6/3/11,URWA,AM,3,C,,NULL,NULL,NULL,NULL,NULL,,0000-00-00,other,NULL,HIPR,0,0,0,0,no,CLW,40.701794,-74.700673,,,,
NAT.CIG2011_259,2011_URWAC,2011,1,6/3/11,URWA,AM,3,C,,NULL,NULL,NULL,NULL,NULL,,0000-00-00,other,NULL,HIPR,0,0,0,0,no,CLW,40.701794,-74.700673,,,,
NAT.CIG2011_260,2011_URWAC,2011,1,6/3/11,URWA,AM,3,C,,NULL,NULL,NULL,NULL,NULL,,0000-00-00,other,NULL,LEVU,0,0,0,0,no,CLW,40.701794,-74.700673,,,,
NAT.CIG2011_261,2011_URWAC,2011,1,6/3/11,URWA,AM,3,C,,NULL,NULL,NULL,NULL,NULL,,0000-00-00,other,NULL,LEVU,0,0,0,0,no,CLW,40.701794,-74.700673,,,,
NAT.CIG2011_262,2011_URWAC,2011,1,6/3/11,URWA,AM,3,C,,NULL,NULL,NULL,NULL,NULL,,0000-00-00,other,NULL,LEVU,0,0,0,0,no,CLW,40.701794,-74.700673,,,,
NAT.CIG2011_263,2011_URWAC,2011,1,6/3/11,URWA,AM,3,C,,NULL,NULL,NULL,NULL,NULL,,0000-00-00,other,NULL,LEVU,0,0,0,0,no,CLW,40.701794,-74.700673,,,,
NAT.CIG2011_264,2011_URWAC,2011,1,6/3/11,URWA,AM,3,C,,NULL,NULL,NULL,NULL,NULL,,0000-00-00,other,NULL,LEVU,0,0,0,0,no,CLW,40.701794,-74.700673,,,,
NAT.CIG2011_265,2011_URWAC,2011,1,6/3/11,URWA,AM,3,C,,NULL,NULL,NULL,NULL,NULL,,0000-00-00,other,NULL,LEVU,0,0,0,0,no,CLW,40.701794,-74.700673,,,,
NAT.CIG2011_266,2011_URWAC,2011,1,6/3/11,URWA,AM,3,C,,NULL,NULL,NULL,NULL,NULL,,0000-00-00,other,NULL,LEVU,0,0,0,0,no,CLW,40.701794,-74.700673,,,,
NAT.CIG2011_267,2011_URWAC,2011,1,6/3/11,URWA,AM,3,C,,NULL,NULL,NULL,NULL,NULL,,0000-00-00,other,NULL,LEVU,0,0,0,0,no,CLW,40.701794,-74.700673,,,,
NAT.CIG2011_268,2011_URWAC,2011,1,6/3/11,URWA,AM,3,C,,NULL,NULL,NULL,NULL,NULL,,0000-00-00,other,NULL,LEVU,0,0,0,0,no,CLW,40.701794,-74.700673,,,,
NAT.CIG2011_269,2011_URWAC,2011,1,6/3/11,URWA,AM,3,C,,NULL,NULL,NULL,NULL,NULL,,0000-00-00,other,NULL,LEVU,0,0,0,0,no,CLW,40.701794,-74.700673,,,,
NAT.CIG2011_270,2011_URWAC,2011,1,6/3/11,URWA,AM,3,C,,NULL,NULL,NULL,NULL,NULL,,0000-00-00,other,NULL,LEVU,0,0,0,0,no,CLW,40.701794,-74.700673,,,,
NAT.CIG2011_271,2011_URWAC,2011,1,6/3/11,URWA,AM,3,C,,NULL,NULL,NULL,NULL,NULL,,0000-00-00,other,NULL,ACMI2,Achillea,millefolium,Achillea,millefolium,no,CLW,40.701794,-74.700673,,,,
NAT.CIG2011_272,2011_URWAC,2011,1,6/3/11,URWA,AM,3,C,,NULL,NULL,NULL,NULL,NULL,,0000-00-00,other,NULL,ACMI2,Achillea,millefolium,Achillea,millefolium,no,CLW,40.701794,-74.700673,,,,
NAT.CIG2011_273,2011_URWAC,2011,1,6/3/11,URWA,AM,3,C,,NULL,NULL,NULL,NULL,NULL,,0000-00-00,other,NULL,ACMI2,Achillea,millefolium,Achillea,millefolium,no,CLW,40.701794,-74.700673,,,,
NAT.CIG2011_274,2011_URWAC,2011,1,6/3/11,URWA,AM,3,C,,NULL,NULL,NULL,NULL,NULL,,0000-00-00,other,NULL,ACMI2,Achillea,millefolium,Achillea,millefolium,no,CLW,40.701794,-74.700673,,,,
NAT.CIG2011_275,2011_URWAT,2011,1,6/3/11,URWA,AM,2,T,,Andrena,sp,,NULL,NULL,,0000-00-00,bee,,APCA,Apocynum,cannabinum,Apocynum,cannabinum,no,DPC,40.703892,-74.700793,,,,
NAT.CIG2011_276,2011_URWAT,2011,1,6/3/11,URWA,AM,2,T,,NULL,NULL,NULL,NULL,NULL,,0000-00-00,other,NULL,ACMI2,Achillea,millefolium,Achillea,millefolium,no,DPC,40.703892,-74.700793,,,,
NAT.CIG2011_277,2011_URWAT,2011,1,6/3/11,URWA,AM,2,T,,Agapostemon,virescens,,f,Ascher,,0000-00-00,bee,,PEDI,Penstemon,digitalis,Penstemon,digitalis,yes,DPC,40.703892,-74.700793,,,,
NAT.CIG2011_278,2011_URWAT,2011,1,6/3/11,URWA,AM,2,T,,Ceratina,calcarata_dupla_mikmaqi,,f,Ascher,,0000-00-00,bee,,GAPU,Gaillardia,pulchella,Gaillardia,pulchella,yes,DPC,40.703892,-74.700793,,,,
NAT.CIG2011_279,2011_URWAT,2011,1,6/3/11,URWA,AM,2,T,,NULL,NULL,NULL,NULL,NULL,,0000-00-00,other,NULL,LEVU,0,0,0,0,no,DPC,40.703892,-74.700793,,,,
NAT.CIG2011_280,2011_URWAT,2011,1,6/3/11,URWA,AM,2,T,,Augochlorella,aurata,,f,Ascher,,0000-00-00,bee,,LEVU,Leucanthemum,vulgare,Leucanthemum,vulgare,yes,DPC,40.703892,-74.700793,,,,
NAT.CIG2011_281,2011_URWAT,2011,1,6/3/11,URWA,AM,2,T,,NULL,NULL,NULL,NULL,NULL,,0000-00-00,other,NULL,LEVU,0,0,0,0,no,DPC,40.703892,-74.700793,,,,
NAT.CIG2011_282,2011_URWAT,2011,1,6/3/11,URWA,AM,2,T,,NULL,NULL,NULL,NULL,NULL,,0000-00-00,other,NULL,Erigeron,0,0,0,0,no,DPC,40.703892,-74.700793,,,,
NAT.CIG2011_283,2011_URWAC,2011,1,6/3/11,URWA,AM,2,C,,NULL,NULL,NULL,NULL,NULL,,0000-00-00,other,NULL,HRPI?,0,0,0,0,no,DPC,40.701794,-74.700673,,,,
NAT.CIG2011_284,2011_URWAC,2011,1,6/3/11,URWA,AM,2,C,,NULL,NULL,NULL,NULL,NULL,,0000-00-00,other,NULL,LEVU,0,0,0,0,no,DPC,40.701794,-74.700673,,,,
NAT.CIG2011_285,2011_URWAC,2011,1,6/3/11,URWA,AM,2,C,,NULL,NULL,NULL,NULL,NULL,,0000-00-00,other,NULL,LEVU,0,0,0,0,no,DPC,40.701794,-74.700673,,,,
NAT.CIG2011_286,2011_URWAC,2011,1,6/3/11,URWA,AM,2,C,,NULL,NULL,NULL,NULL,NULL,,0000-00-00,other,NULL,LEVU,0,0,0,0,no,DPC,40.701794,-74.700673,,,,
NAT.CIG2011_287,2011_URWAT,2011,1,6/3/11,URWA,AM,4,T,,NULL,NULL,NULL,NULL,NULL,,0000-00-00,other,NULL,ACMI2,Achillea,millefolium,Achillea,millefolium,no,DPC,40.703892,-74.700793,,,,
NAT.CIG2011_288,2011_URWAT,2011,1,6/3/11,URWA,AM,4,T,,NULL,NULL,NULL,NULL,NULL,,0000-00-00,other,NULL,ACMI2,Achillea,millefolium,Achillea,millefolium,no,DPC,40.703892,-74.700793,,,,
NAT.CIG2011_289,2011_URWAT,2011,1,6/3/11,URWA,AM,4,T,,Agapostemon,virescens,,f,Ascher,,0000-00-00,bee,,PEDI,Penstemon,digitalis,Penstemon,digitalis,yes,DPC,40.703892,-74.700793,,,,
NAT.CIG2011_290,2011_URWAC,2011,1,6/3/11,URWA,AM,4,C,,NULL,NULL,NULL,NULL,NULL,,0000-00-00,other,NULL,LEVU,0,0,0,0,no,DPC,40.701794,-74.700673,,,,
NAT.CIG2011_291,2011_URWAT,2011,1,6/3/11,URWA,PM,3,T,,NULL,NULL,NULL,NULL,NULL,,0000-00-00,other,NULL,PEDI,0,0,0,0,no,CLW,40.703892,-74.700793,,,,
NAT.CIG2011_292,2011_URWAT,2011,1,6/3/11,URWA,PM,3,T,,NULL,NULL,NULL,NULL,NULL,,0000-00-00,other,NULL,PEDI,0,0,0,0,no,CLW,40.703892,-74.700793,,,,
NAT.CIG2011_293,2011_URWAT,2011,1,6/3/11,URWA,PM,3,T,,Ceratina,calcarata_dupla_mikmaqi,,f,Ascher,,0000-00-00,bee,,PEDI,Penstemon,digitalis,Penstemon,digitalis,yes,CLW,40.703892,-74.700793,,,,
NAT.CIG2011_294,2011_URWAT,2011,1,6/3/11,URWA,PM,3,T,,NULL,NULL,NULL,NULL,NULL,,0000-00-00,other,NULL,LEVU,0,0,0,0,no,CLW,40.703892,-74.700793,,,,
NAT.CIG2011_295,2011_URWAT,2011,1,6/3/11,URWA,PM,3,T,,NULL,NULL,NULL,NULL,NULL,,0000-00-00,other,NULL,LEVU,0,0,0,0,no,CLW,40.703892,-74.700793,,,,
NAT.CIG2011_296,2011_URWAT,2011,1,6/3/11,URWA,PM,3,T,,NULL,NULL,NULL,NULL,NULL,,0000-00-00,other,NULL,LEVU,0,0,0,0,no,CLW,40.703892,-74.700793,,,,
NAT.CIG2011_297,2011_URWAT,2011,1,6/3/11,URWA,PM,3,T,,NULL,NULL,NULL,NULL,NULL,,0000-00-00,other,NULL,LEVU,0,0,0,0,no,CLW,40.703892,-74.700793,,,,
NAT.CIG2011_298,2011_URWAT,2011,1,6/3/11,URWA,PM,3,T,,NULL,NULL,NULL,NULL,NULL,,0000-00-00,other,NULL,LEVU,0,0,0,0,no,CLW,40.703892,-74.700793,,,,
NAT.CIG2011_299,2011_URWAT,2011,1,6/3/11,URWA,PM,3,T,,NULL,NULL,NULL,NULL,NULL,,0000-00-00,other,NULL,LEVU,0,0,0,0,no,CLW,40.703892,-74.700793,,,,
NAT.CIG2011_300,2011_URWAT,2011,1,6/3/11,URWA,PM,3,T,,NULL,NULL,NULL,NULL,NULL,,0000-00-00,other,NULL,LEVU,0,0,0,0,no,CLW,40.703892,-74.700793,,,,
NAT.CIG2011_301,2011_URWAT,2011,1,6/3/11,URWA,PM,3,T,,NULL,NULL,NULL,NULL,NULL,,0000-00-00,other,NULL,LEVU,0,0,0,0,no,CLW,40.703892,-74.700793,,,,
NAT.CIG2011_302,2011_URWAT,2011,1,6/3/11,URWA,PM,3,T,,NULL,NULL,NULL,NULL,NULL,,0000-00-00,other,NULL,LEVU,0,0,0,0,no,CLW,40.703892,-74.700793,,,,
NAT.CIG2011_303,2011_URWAT,2011,1,6/3/11,URWA,PM,3,T,,NULL,NULL,NULL,NULL,NULL,,0000-00-00,other,NULL,ACMI2,Achillea,millefolium,Achillea,millefolium,no,CLW,40.703892,-74.700793,,,,
NAT.CIG2011_304,2011_URWAT,2011,1,6/3/11,URWA,PM,3,T,,NULL,NULL,NULL,NULL,NULL,,0000-00-00,other,NULL,ACMI2,Achillea,millefolium,Achillea,millefolium,no,CLW,40.703892,-74.700793,,,,
NAT.CIG2011_305,2011_URWAT,2011,1,6/3/11,URWA,PM,3,T,,NULL,NULL,NULL,NULL,NULL,,0000-00-00,other,NULL,ACMI2,Achillea,millefolium,Achillea,millefolium,no,CLW,40.703892,-74.700793,,,,
NAT.CIG2011_306,2011_URWAT,2011,1,6/3/11,URWA,PM,3,T,,NULL,NULL,NULL,NULL,NULL,,0000-00-00,other,NULL,ACMI2,Achillea,millefolium,Achillea,millefolium,no,CLW,40.703892,-74.700793,,,,
NAT.CIG2011_307,2011_URWAT,2011,1,6/3/11,URWA,PM,3,T,,NULL,NULL,NULL,NULL,NULL,,0000-00-00,other,NULL,ACMI2,Achillea,millefolium,Achillea,millefolium,no,CLW,40.703892,-74.700793,,,,
NAT.CIG2011_308,2011_URWAT,2011,1,6/3/11,URWA,PM,3,T,,NULL,NULL,NULL,NULL,NULL,,0000-00-00,other,NULL,ACMI2,Achillea,millefolium,Achillea,millefolium,no,CLW,40.703892,-74.700793,,,,
NAT.CIG2011_309,2011_URWAT,2011,1,6/3/11,URWA,PM,3,T,,NULL,NULL,NULL,NULL,NULL,,0000-00-00,other,NULL,ACMI2,Achillea,millefolium,Achillea,millefolium,no,CLW,40.703892,-74.700793,,,,
NAT.CIG2011_310,2011_URWAT,2011,1,6/3/11,URWA,PM,3,T,,NULL,NULL,NULL,NULL,NULL,,0000-00-00,other,NULL,ACMI2,Achillea,millefolium,Achillea,millefolium,no,CLW,40.703892,-74.700793,,,,
NAT.CIG2011_311,2011_URWAT,2011,1,6/3/11,URWA,PM,3,T,,NULL,NULL,NULL,NULL,NULL,,0000-00-00,other,NULL,ACMI2,Achillea,millefolium,Achillea,millefolium,no,CLW,40.703892,-74.700793,,,,
NAT.CIG2011_312,2011_URWAT,2011,1,6/3/11,URWA,PM,3,T,,NULL,NULL,NULL,NULL,NULL,,0000-00-00,other,NULL,ACMI2,Achillea,millefolium,Achillea,millefolium,no,CLW,40.703892,-74.700793,,,,
NAT.CIG2011_313,2011_URWAT,2011,1,6/3/11,URWA,PM,3,T,,NULL,NULL,NULL,NULL,NULL,,0000-00-00,other,NULL,ACMI2,Achillea,millefolium,Achillea,millefolium,no,CLW,40.703892,-74.700793,,,,
NAT.CIG2011_314,2011_URWAT,2011,1,6/3/11,URWA,PM,3,T,,NULL,NULL,NULL,NULL,NULL,,0000-00-00,other,NULL,ACMI2,Achillea,millefolium,Achillea,millefolium,no,CLW,40.703892,-74.700793,,,,
NAT.CIG2011_315,2011_URWAT,2011,1,6/3/11,URWA,PM,3,T,,NULL,NULL,NULL,NULL,NULL,,0000-00-00,other,NULL,ACMI2,Achillea,millefolium,Achillea,millefolium,no,CLW,40.703892,-74.700793,,,,
NAT.CIG2011_316,2011_URWAT,2011,1,6/3/11,URWA,PM,3,T,,NULL,NULL,NULL,NULL,NULL,,0000-00-00,other,NULL,ACMI2,Achillea,millefolium,Achillea,millefolium,no,CLW,40.703892,-74.700793,,,,
NAT.CIG2011_317,2011_URWAT,2011,1,6/3/11,URWA,PM,3,T,,NULL,NULL,NULL,NULL,NULL,,0000-00-00,other,NULL,ACMI2,Achillea,millefolium,Achillea,millefolium,no,CLW,40.703892,-74.700793,,,,
NAT.CIG2011_318,2011_URWAT,2011,1,6/3/11,URWA,PM,3,T,,NULL,NULL,NULL,NULL,NULL,,0000-00-00,other,NULL,ACMI2,Achillea,millefolium,Achillea,millefolium,no,CLW,40.703892,-74.700793,,,,
NAT.CIG2011_319,2011_URWAT,2011,1,6/3/11,URWA,PM,3,T,,NULL,NULL,NULL,NULL,NULL,,0000-00-00,other,NULL,ACMI2,Achillea,millefolium,Achillea,millefolium,no,CLW,40.703892,-74.700793,,,,
NAT.CIG2011_320,2011_URWAT,2011,1,6/3/11,URWA,PM,3,T,,NULL,NULL,NULL,NULL,NULL,,0000-00-00,other,NULL,ACMI2,Achillea,millefolium,Achillea,millefolium,no,CLW,40.703892,-74.700793,,,,
NAT.CIG2011_321,2011_URWAC,2011,1,6/3/11,URWA,PM,3,C,,Andrena,nasonii,,f,Ascher,,0000-00-00,bee,,LEVU,Leucanthemum,vulgare,Leucanthemum,vulgare,no,CLW,40.701794,-74.700673,,,,
NAT.CIG2011_322,2011_URWAC,2011,1,6/3/11,URWA,PM,3,C,,Lasioglossum,versatum,,f,Gibbs,,0000-00-00,bee,,LEVU,Leucanthemum,vulgare,Leucanthemum,vulgare,no,CLW,40.701794,-74.700673,,,,
NAT.CIG2011_323,2011_URWAC,2011,1,6/3/11,URWA,PM,3,C,,NULL,NULL,NULL,NULL,NULL,,0000-00-00,other,NULL,LEVU,0,0,0,0,no,CLW,40.701794,-74.700673,,,,
NAT.CIG2011_324,2011_URWAC,2011,1,6/3/11,URWA,PM,3,C,,NULL,NULL,NULL,NULL,NULL,,0000-00-00,other,NULL,LEVU,0,0,0,0,no,CLW,40.701794,-74.700673,,,,
NAT.CIG2011_325,2011_URWAC,2011,1,6/3/11,URWA,PM,3,C,,NULL,NULL,NULL,NULL,NULL,,0000-00-00,other,NULL,LEVU,0,0,0,0,no,CLW,40.701794,-74.700673,,,,
NAT.CIG2011_326,2011_URWAC,2011,1,6/3/11,URWA,PM,3,C,,NULL,NULL,NULL,NULL,NULL,,0000-00-00,other,NULL,LEVU,0,0,0,0,no,CLW,40.701794,-74.700673,,,,
NAT.CIG2011_327,2011_URWAC,2011,1,6/3/11,URWA,PM,3,C,,NULL,NULL,NULL,NULL,NULL,,0000-00-00,other,NULL,LEVU,0,0,0,0,no,CLW,40.701794,-74.700673,,,,
NAT.CIG2011_328,2011_URWAT,2011,1,6/3/11,URWA,PM,2,T,,Agapostemon,virescens,,f,Ascher,,0000-00-00,bee,,PEDI,Penstemon,digitalis,Penstemon,digitalis,yes,DPC,40.703892,-74.700793,,,,
NAT.CIG2011_329,2011_URWAT,2011,1,6/3/11,URWA,PM,2,T,,Osmia,pumila,,f,Ascher,,0000-00-00,bee,,PEDI,Penstemon,digitalis,Penstemon,digitalis,yes,DPC,40.703892,-74.700793,,,,
NAT.CIG2011_330,2011_URWAT,2011,1,6/3/11,URWA,PM,2,T,,Ceratina,calcarata_dupla_mikmaqi,,f,Ascher,,0000-00-00,bee,,LEVU,Leucanthemum,vulgare,Leucanthemum,vulgare,yes,DPC,40.703892,-74.700793,,,,
NAT.CIG2011_331,2011_URWAT,2011,1,6/3/11,URWA,PM,2,T,,NULL,NULL,NULL,NULL,NULL,,0000-00-00,other,NULL,LEVU,0,0,0,0,no,DPC,40.703892,-74.700793,,,,
NAT.CIG2011_332,2011_URWAT,2011,1,6/3/11,URWA,PM,2,T,,NULL,NULL,NULL,NULL,NULL,,0000-00-00,other,NULL,LEVU,0,0,0,0,no,DPC,40.703892,-74.700793,,,,
NAT.CIG2011_333,2011_URWAT,2011,1,6/3/11,URWA,PM,2,T,,NULL,NULL,NULL,NULL,NULL,,0000-00-00,other,NULL,LEVU,0,0,0,0,no,DPC,40.703892,-74.700793,,,,
NAT.CIG2011_334,2011_URWAT,2011,1,6/3/11,URWA,PM,2,T,,NULL,NULL,NULL,NULL,NULL,,0000-00-00,other,NULL,ACMI2,Achillea,millefolium,Achillea,millefolium,no,DPC,40.703892,-74.700793,,,,
NAT.CIG2011_335,2011_URWAT,2011,1,6/3/11,URWA,PM,2,T,,NULL,NULL,NULL,NULL,NULL,,0000-00-00,other,NULL,ACMI2,Achillea,millefolium,Achillea,millefolium,no,DPC,40.703892,-74.700793,,,,
NAT.CIG2011_336,2011_URWAT,2011,1,6/3/11,URWA,PM,2,T,,NULL,NULL,NULL,NULL,NULL,,0000-00-00,other,NULL,ACMI2,Achillea,millefolium,Achillea,millefolium,no,DPC,40.703892,-74.700793,,,,
NAT.CIG2011_337,2011_URWAC,2011,1,6/3/11,URWA,PM,2,C,,Andrena,wilkella,,NULL,NULL,,0000-00-00,bee,,APCA,Apocynum,cannabinum,Apocynum,cannabinum,no,DPC,40.701794,-74.700673,,,,
NAT.CIG2011_338,2011_URWAC,2011,1,6/3/11,URWA,PM,2,C,,NULL,NULL,NULL,NULL,NULL,,0000-00-00,other,NULL,LEVU,0,0,0,0,no,DPC,40.701794,-74.700673,,,,
NAT.CIG2011_339,2011_URWAC,2011,1,6/3/11,URWA,PM,2,C,,NULL,NULL,NULL,NULL,NULL,,0000-00-00,other,NULL,LEVU,0,0,0,0,no,DPC,40.701794,-74.700673,,,,
NAT.CIG2011_340,2011_URWAC,2011,1,6/3/11,URWA,PM,2,C,,Ceratina,calcarata_dupla_mikmaqi,,f,Ascher,,0000-00-00,bee,,LEVU,Leucanthemum,vulgare,Leucanthemum,vulgare,no,DPC,40.701794,-74.700673,,,,
NAT.CIG2011_341,2011_URWAC,2011,1,6/3/11,URWA,PM,2,C,,NULL,NULL,NULL,NULL,NULL,,0000-00-00,other,NULL,LEVU,0,0,0,0,no,DPC,40.701794,-74.700673,,,,
NAT.CIG2011_342,2011_URWAT,2011,1,6/3/11,URWA,PM,4,T,,Ceratina,calcarata_dupla_mikmaqi,,f,Ascher,,0000-00-00,bee,,PEDI,Penstemon,digitalis,Penstemon,digitalis,yes,DPC,40.703892,-74.700793,,,,
NAT.CIG2011_343,2011_URWAT,2011,1,6/3/11,URWA,PM,4,T,,NULL,NULL,NULL,NULL,NULL,,0000-00-00,other,NULL,PEDI,0,0,0,0,no,DPC,40.703892,-74.700793,,,,
NAT.CIG2011_344,2011_URWAT,2011,1,6/3/11,URWA,PM,4,T,,NULL,NULL,NULL,NULL,NULL,,0000-00-00,other,NULL,LEVU,0,0,0,0,no,DPC,40.703892,-74.700793,,,,
NAT.CIG2011_345,2011_URWAT,2011,1,6/3/11,URWA,PM,4,T,,NULL,NULL,NULL,NULL,NULL,,0000-00-00,other,NULL,ACMI2,Achillea,millefolium,Achillea,millefolium,no,DPC,40.703892,-74.700793,,,,
NAT.CIG2011_346,2011_URWAT,2011,1,6/3/11,URWA,PM,4,T,,NULL,NULL,NULL,NULL,NULL,,0000-00-00,other,NULL,ACMI2,Achillea,millefolium,Achillea,millefolium,no,DPC,40.703892,-74.700793,,,,
NAT.CIG2011_347,2011_URWAT,2011,1,6/3/11,URWA,PM,4,T,,NULL,NULL,NULL,NULL,NULL,,0000-00-00,other,NULL,ACMI2,Achillea,millefolium,Achillea,millefolium,no,DPC,40.703892,-74.700793,,,,
NAT.CIG2011_348,2011_URWAT,2011,1,6/3/11,URWA,PM,4,T,,Ceratina,calcarata_dupla_mikmaqi,,f,Ascher,,0000-00-00,bee,,ACMI2,Achillea,millefolium,Achillea,millefolium,yes,DPC,40.703892,-74.700793,,,,
NAT.CIG2011_349,2011_URWAC,2011,1,6/3/11,URWA,PM,4,C,,NULL,NULL,NULL,NULL,NULL,,0000-00-00,other,NULL,APCA,0,0,0,0,no,DPC,40.701794,-74.700673,,,,
NAT.CIG2011_350,2011_URWAC,2011,1,6/3/11,URWA,PM,4,C,,Andrena,wilkella,,m,Ascher,,0000-00-00,bee,,APCA,Apocynum,cannabinum,Apocynum,cannabinum,no,DPC,40.701794,-74.700673,,,,
NAT.CIG2011_351,2011_URWAC,2011,1,6/3/11,URWA,PM,4,C,,NULL,NULL,NULL,NULL,NULL,,0000-00-00,other,NULL,LEVU,0,0,0,0,no,DPC,40.701794,-74.700673,,,,
NAT.CIG2011_352,2011_URWAC,2011,1,6/3/11,URWA,PM,4,C,,NULL,NULL,NULL,NULL,NULL,,0000-00-00,other,NULL,LEVU,0,0,0,0,no,DPC,40.701794,-74.700673,,,,
NAT.CIG2011_353,2011_URWAC,2011,1,6/3/11,URWA,PM,4,C,,NULL,NULL,NULL,NULL,NULL,,0000-00-00,other,NULL,LEVU,0,0,0,0,no,DPC,40.701794,-74.700673,,,,
NAT.CIG2011_354,2011_URWAC,2011,1,6/3/11,URWA,PM,4,C,,NULL,NULL,NULL,NULL,NULL,,0000-00-00,other,NULL,LEVU,0,0,0,0,no,DPC,40.701794,-74.700673,,,,
NAT.CIG2011_355,2011_URWAC,2011,1,6/3/11,URWA,PM,4,C,,NULL,NULL,NULL,NULL,NULL,,0000-00-00,other,NULL,LEVU,0,0,0,0,no,DPC,40.701794,-74.700673,,,,
NAT.CIG2011_801,2011_URWAT,2011,2,7/5/11,URWA,AM,1,T,L,Halictus,ligatus,,f,Ascher,,0000-00-00,bee,,COLA5,Coreopsis ,lanceolata,Coreopsis,lanceolata,yes,CLW,40.703892,-74.700793,,,,
NAT.CIG2011_802,2011_URWAT,2011,2,7/5/11,URWA,AM,1,T,L,Halictus,ligatus,,f,Ascher,,0000-00-00,bee,,COTI3,Coreopsis ,tinctoria,Coreopsis,tinctoria,yes,CLW,40.703892,-74.700793,,,,
NAT.CIG2011_803,2011_URWAT,2011,2,7/5/11,URWA,AM,1,T,L,Halictus,ligatus,,f,Ascher,,0000-00-00,bee,,COTI3,Coreopsis ,tinctoria,Coreopsis,tinctoria,yes,CLW,40.703892,-74.700793,,,,
NAT.CIG2011_804,2011_URWAT,2011,2,7/5/11,URWA,AM,1,T,L,Halictus,ligatus,,f,Ascher,,0000-00-00,bee,,COTI3,Coreopsis ,tinctoria,Coreopsis,tinctoria,yes,CLW,40.703892,-74.700793,,,,
NAT.CIG2011_805,2011_URWAT,2011,2,7/5/11,URWA,AM,1,T,L,Halictus,ligatus,,f,Ascher,,0000-00-00,bee,,COTI3,Coreopsis ,tinctoria,Coreopsis,tinctoria,yes,CLW,40.703892,-74.700793,,,,
NAT.CIG2011_806,2011_URWAT,2011,2,7/5/11,URWA,AM,1,T,L,Halictus,ligatus,,f,Ascher,,0000-00-00,bee,,RUHI2,Rudbeckia,hirta,Rudbeckia,hirta,yes,CLW,40.703892,-74.700793,,,,
NAT.CIG2011_807,2011_URWAT,2011,2,7/5/11,URWA,AM,1,T,L,Halictus,ligatus,,f,Ascher,,0000-00-00,bee,,RUHI2,Rudbeckia,hirta,Rudbeckia,hirta,yes,CLW,40.703892,-74.700793,,,,
NAT.CIG2011_808,2011_URWAT,2011,2,7/5/11,URWA,AM,1,T,L,Halictus,ligatus,,f,Ascher,,0000-00-00,bee,,RUHI2,Rudbeckia,hirta,Rudbeckia,hirta,yes,CLW,40.703892,-74.700793,,,,
NAT.CIG2011_809,2011_URWAT,2011,2,7/5/11,URWA,AM,1,T,L,NULL,NULL,NULL,NULL,NULL,,0000-00-00,other,NULL,RUHI,0,0,0,0,no,CLW,40.703892,-74.700793,,,,
NAT.CIG2011_810,2011_URWAT,2011,2,7/5/11,URWA,AM,1,T,L,NULL,NULL,NULL,NULL,NULL,,0000-00-00,other,NULL,RUHI,0,0,0,0,no,CLW,40.703892,-74.700793,,,,
NAT.CIG2011_811,2011_URWAT,2011,2,7/5/11,URWA,AM,1,T,R,Lasioglossum,viridatum,,f,Gibbs,,0000-00-00,bee,,PYTE,Pycnanthemum,tenuifolium,Pycnanthemum,tenuifolium,yes,CLW,40.703892,-74.700793,,,,
NAT.CIG2011_812,2011_URWAT,2011,2,7/5/11,URWA,AM,1,T,R,NULL,NULL,NULL,NULL,NULL,,0000-00-00,other,NULL,PYTE,0,0,0,0,no,CLW,40.703892,-74.700793,,,,
NAT.CIG2011_813,2011_URWAT,2011,2,7/5/11,URWA,AM,1,T,R,Halictus,ligatus,,f,Ascher,,0000-00-00,bee,,RUHI2,Rudbeckia,hirta,Rudbeckia,hirta,yes,CLW,40.703892,-74.700793,,,,
NAT.CIG2011_814,2011_URWAT,2011,2,7/5/11,URWA,AM,1,T,R,Halictus,ligatus,,f,Ascher,,0000-00-00,bee,,RUHI2,Rudbeckia,hirta,Rudbeckia,hirta,yes,CLW,40.703892,-74.700793,,,,
NAT.CIG2011_815,2011_URWAT,2011,2,7/5/11,URWA,AM,1,T,R,NULL,NULL,NULL,NULL,NULL,,0000-00-00,other,NULL,RUHI,0,0,0,0,no,CLW,40.703892,-74.700793,,,,
NAT.CIG2011_816,2011_URWAT,2011,2,7/5/11,URWA,AM,1,T,R,NULL,NULL,NULL,NULL,NULL,,0000-00-00,other,NULL,RUHI,0,0,0,0,no,CLW,40.703892,-74.700793,,,,
