"","sc","year","site","treatment","transect","round","uniqueID","genus","species","gs","plant_genus","plant_species"
"4524","2013_MUT",2013,"MU","T","3","2","NCIG2013_2893","Bombus","griseocollis","Bombus_griseocollis","Asclepius","incarnata"
"4525","2013_MUT",2013,"MU","T","4","2","NCIG2013_2895","Halictus","ligatus","Halictus_ligatus","Coreopsis","lanceolata"
"4526","2013_MUT",2013,"MU","T","4","2","NCIG2013_2896","Halictus","ligatus","Halictus_ligatus","Coreopsis","lanceolata"
"4527","2013_MUT",2013,"MU","T","4","2","NCIG2013_2897","Halictus","ligatus","Halictus_ligatus","Coreopsis","lanceolata"
"4528","2013_MUC",2013,"MU","C","1","2","NCIG2013_2898","Augochlora","pura","Augochlora_pura","Cirsium","arvense"
"4529","2013_MUT",2013,"MU","T","4","2","NCIG2013_2899","Ceratina","strenua","Ceratina_strenua","Gaillardia","pulchella"
"4530","2013_MUT",2013,"MU","T","4","2","NCIG2013_2900","Megachile","montivaga","Megachile_montivaga","Gaillardia","pulchella"
"4533","2013_MUT",2013,"MU","T","2","2","NCIG2013_2903","Ceratina","calcarata","Ceratina_calcarata","Cirsium","arvense"
"4534","2013_MUC",2013,"MU","C","4","2","NCIG2013_2904","Ceratina","strenua","Ceratina_strenua","Allium","vineale"
"4535","2013_MUT",2013,"MU","T","4","2","NCIG2013_2905","Bombus","impatiens","Bombus_impatiens","Monarda","fistulosa"
"4536","2013_MUT",2013,"MU","T","4","2","NCIG2013_2906","Xylocopa","virginica","Xylocopa_virginica","Monarda","fistulosa"
"4537","2013_MUT",2013,"MU","T","4","2","NCIG2013_2907","Augochlorella","aurata","Augochlorella_aurata","Monarda","fistulosa"
"4538","2013_MUT",2013,"MU","T","4","2","NCIG2013_2908","Halictus","ligatus","Halictus_ligatus","Coreopsis","lanceolata"
"4539","2013_MUT",2013,"MU","T","4","2","NCIG2013_2909","Halictus","ligatus","Halictus_ligatus","Coreopsis","lanceolata"
"4540","2013_MUC",2013,"MU","C","1","2","NCIG2013_2910","Bombus","impatiens","Bombus_impatiens","Cirsium","arvense"
"4541","2013_MUC",2013,"MU","C","1","2","NCIG2013_2911","Bombus","impatiens","Bombus_impatiens","Cirsium","arvense"
"4542","2013_MUC",2013,"MU","C","1","2","NCIG2013_2912","Lasioglossum","gotham","Lasioglossum_gotham","Cirsium","arvense"
"4543","2013_MUC",2013,"MU","C","1","2","NCIG2013_2913","Lasioglossum","oceanicum","Lasioglossum_oceanicum","Cirsium","arvense"
"4544","2013_PUC",2013,"PU","C","4","2","NCIG2013_2942","Ceratina","mikmaqi","Ceratina_mikmaqi","Erigeron","strigosus"
"4545","2013_PUC",2013,"PU","C","4","2","NCIG2013_2943","Hylaeus","mesillae","Hylaeus_mesillae","Erigeron","strigosus"
"4546","2013_PUC",2013,"PU","C","4","2","NCIG2013_2944","Ceratina","dupla","Ceratina_dupla","Erigeron","strigosus"
"4547","2013_PUC",2013,"PU","C","4","2","NCIG2013_2945","Ceratina","strenua","Ceratina_strenua","Erigeron","strigosus"
"4548","2013_PUT",2013,"PU","T","1","2","NCIG2013_2946","Augochlorella","aurata","Augochlorella_aurata","Verbena","urticifolia"
"4549","2013_PUT",2013,"PU","T","1","2","NCIG2013_2947","Lasioglossum","pilosum","Lasioglossum_pilosum","Verbena","urticifolia"
"4550","2013_PUT",2013,"PU","T","2","2","NCIG2013_2948","Halictus","confusus","Halictus_confusus","Verbena","urticifolia"
"4551","2013_PUT",2013,"PU","T","1","2","NCIG2013_2949","Lasioglossum","versatum","Lasioglossum_versatum","Verbena","urticifolia"
"4552","2013_PUT",2013,"PU","T","1","2","NCIG2013_2950","Hylaeus","mesillae","Hylaeus_mesillae","Verbena","urticifolia"
"4553","2013_PUT",2013,"PU","T","1","2","NCIG2013_2951","Hylaeus","mesillae","Hylaeus_mesillae","Verbena","urticifolia"
"4554","2013_PUT",2013,"PU","T","1","2","NCIG2013_2952","Lasioglossum","pilosum","Lasioglossum_pilosum","Verbena","urticifolia"
"4555","2013_PUT",2013,"PU","T","1","2","NCIG2013_2953","Lasioglossum","hitchensi","Lasioglossum_hitchensi","Verbena","urticifolia"
"4556","2013_PUT",2013,"PU","T","1","2","NCIG2013_2954","Lasioglossum","admirandum","Lasioglossum_admirandum","Verbena","urticifolia"
"4557","2013_PUT",2013,"PU","T","2","2","NCIG2013_2955","Bombus","griseocollis","Bombus_griseocollis","Monarda","fistulosa"
"4558","2013_PUT",2013,"PU","T","2","2","NCIG2013_2956","Bombus","griseocollis","Bombus_griseocollis","Monarda","fistulosa"
"4559","2013_PUT",2013,"PU","T","2","2","NCIG2013_2957","Xylocopa","virginica","Xylocopa_virginica","Monarda","fistulosa"
"4560","2013_PUT",2013,"PU","T","2","2","NCIG2013_2958","Bombus","griseocollis","Bombus_griseocollis","Monarda","fistulosa"
"4561","2013_PUT",2013,"PU","T","2","2","NCIG2013_2959","Bombus","bimaculatus","Bombus_bimaculatus","Monarda","fistulosa"
"4562","2013_PUT",2013,"PU","T","2","2","NCIG2013_2960","Bombus","griseocollis","Bombus_griseocollis","Monarda","fistulosa"
"4563","2013_PUT",2013,"PU","T","2","2","NCIG2013_2961","Bombus","vagans","Bombus_vagans","Monarda","fistulosa"
"4564","2013_PUT",2013,"PU","T","2","2","NCIG2013_2962","Bombus","vagans","Bombus_vagans","Monarda","fistulosa"
"4565","2013_PUT",2013,"PU","T","2","2","NCIG2013_2963","Bombus","impatiens","Bombus_impatiens","Monarda","fistulosa"
"4566","2013_PUT",2013,"PU","T","2","2","NCIG2013_2964","Bombus","griseocollis","Bombus_griseocollis","Monarda","fistulosa"
"4567","2013_PUC",2013,"PU","C","2","2","NCIG2013_2965","Ceratina","mikmaqi","Ceratina_mikmaqi","Erigeron","strigosus"
"4568","2013_PUC",2013,"PU","C","2","2","NCIG2013_2966","Hylaeus","mesillae","Hylaeus_mesillae","Erigeron","strigosus"
"4569","2013_PUC",2013,"PU","C","2","2","NCIG2013_2967","Ceratina","strenua","Ceratina_strenua","Erigeron","strigosus"
"4570","2013_PUC",2013,"PU","C","2","2","NCIG2013_2968","Ceratina","strenua","Ceratina_strenua","Erigeron","strigosus"
"4571","2013_PUC",2013,"PU","C","2","2","NCIG2013_2969","Ceratina","dupla","Ceratina_dupla","Erigeron","strigosus"
"4572","2013_PUC",2013,"PU","C","2","2","NCIG2013_2970","Ceratina","strenua","Ceratina_strenua","Erigeron","strigosus"
"4573","2013_PUC",2013,"PU","C","2","2","NCIG2013_2971","Hylaeus","mesillae","Hylaeus_mesillae","Erigeron","strigosus"
"4574","2013_PUT",2013,"PU","T","1","2","NCIG2013_2972","Hylaeus","affinis","Hylaeus_affinis","Cirsium","arvense"
"4575","2013_PUT",2013,"PU","T","4","2","NCIG2013_2973","Hylaeus","affinis","Hylaeus_affinis","Potentilla","recta"
"4576","2013_PUT",2013,"PU","T","4","2","NCIG2013_2974","Megachile","rotundata","Megachile_rotundata","Potentilla","recta"
"4577","2013_PUT",2013,"PU","T","4","2","NCIG2013_2975","Ceratina","strenua","Ceratina_strenua","Potentilla","recta"
"4578","2013_PUT",2013,"PU","T","4","2","NCIG2013_2976","Bombus","griseocollis","Bombus_griseocollis","Monarda","fistulosa"
"4579","2013_PUT",2013,"PU","T","1","2","NCIG2013_2977","Lasioglossum","hitchensi","Lasioglossum_hitchensi","Verbena","urticifolia"
"4580","2013_PUT",2013,"PU","T","1","2","NCIG2013_2979","Augochlorella","aurata","Augochlorella_aurata","Verbena","urticifolia"
"4581","2013_PUT",2013,"PU","T","1","2","NCIG2013_2980","Halictus","confusus","Halictus_confusus","Verbena","urticifolia"
"4582","2013_PUT",2013,"PU","T","1","2","NCIG2013_2981","Lasioglossum","versatum","Lasioglossum_versatum","Erigeron","strigosus"
"4583","2013_PUT",2013,"PU","T","2","2","NCIG2013_2982","Bombus","vagans","Bombus_vagans","Arctium","minus"
"4584","2013_PUC",2013,"PU","C","2","2","NCIG2013_2983","Ceratina","strenua","Ceratina_strenua","Erigeron","strigosus"
"4585","2013_PUC",2013,"PU","C","2","2","NCIG2013_2984","Hylaeus","affinis","Hylaeus_affinis","Erigeron","strigosus"
"4586","2013_PUT",2013,"PU","T","2","2","NCIG2013_2985","Augochlorella","aurata","Augochlorella_aurata","Verbena","urticifolia"
"4587","2013_PUT",2013,"PU","T","2","2","NCIG2013_2986","Bombus","bimaculatus","Bombus_bimaculatus","Verbena","urticifolia"
"4588","2013_PUT",2013,"PU","T","2","2","NCIG2013_2987","Bombus","bimaculatus","Bombus_bimaculatus","Verbena","urticifolia"
"4589","2013_PUT",2013,"PU","T","2","2","NCIG2013_2988","Bombus","griseocollis","Bombus_griseocollis","Verbena","urticifolia"
"4590","2013_PUT",2013,"PU","T","2","2","NCIG2013_2989","Melissodes","bimaculata","Melissodes_bimaculata","Verbena","urticifolia"
"4591","2013_PUT",2013,"PU","T","2","2","NCIG2013_2990","Bombus","bimaculatus","Bombus_bimaculatus","Monarda","fistulosa"
"4592","2013_PUT",2013,"PU","T","2","2","NCIG2013_2991","Bombus","bimaculatus","Bombus_bimaculatus","Monarda","fistulosa"
"4593","2013_PUT",2013,"PU","T","2","2","NCIG2013_2992","Lasioglossum","pilosum","Lasioglossum_pilosum","Monarda","fistulosa"
"4594","2013_PUT",2013,"PU","T","2","2","NCIG2013_2993","Bombus","griseocollis","Bombus_griseocollis","Monarda","fistulosa"
"4595","2013_PUT",2013,"PU","T","2","2","NCIG2013_2994","Bombus","griseocollis","Bombus_griseocollis","Monarda","fistulosa"
"4596","2013_PUT",2013,"PU","T","2","2","NCIG2013_2995","Bombus","bimaculatus","Bombus_bimaculatus","Monarda","fistulosa"
"4597","2013_PUT",2013,"PU","T","2","2","NCIG2013_2996","Bombus","bimaculatus","Bombus_bimaculatus","Monarda","fistulosa"
"4598","2013_PUT",2013,"PU","T","2","2","NCIG2013_2997","Bombus","vagans","Bombus_vagans","Monarda","fistulosa"
"4599","2013_PUT",2013,"PU","T","2","2","NCIG2013_2998","Bombus","bimaculatus","Bombus_bimaculatus","Monarda","fistulosa"
"4600","2013_PUT",2013,"PU","T","2","2","NCIG2013_2999","Bombus","griseocollis","Bombus_griseocollis","Monarda","fistulosa"
"4601","2013_PUT",2013,"PU","T","2","2","NCIG2013_3000","Bombus","fervidus","Bombus_fervidus","Monarda","fistulosa"
"4602","2013_PUT",2013,"PU","T","2","2","NCIG2013_3001","Bombus","griseocollis","Bombus_griseocollis","Monarda","fistulosa"
"4603","2013_PUT",2013,"PU","T","2","2","NCIG2013_3002","Bombus","griseocollis","Bombus_griseocollis","Monarda","fistulosa"
"4604","2013_PUT",2013,"PU","T","1","2","NCIG2013_3003","Ceratina","strenua","Ceratina_strenua","Verbena","urticifolia"
"4605","2013_PUC",2013,"PU","C","1","2","NCIG2013_3004","Ceratina","strenua","Ceratina_strenua","Erigeron","strigosus"
"4606","2013_PUC",2013,"PU","C","1","2","NCIG2013_3005","Hylaeus","affinis","Hylaeus_affinis","Erigeron","strigosus"
"4607","2013_PUC",2013,"PU","C","4","2","NCIG2013_3006","Ceratina","strenua","Ceratina_strenua","Erigeron","strigosus"
"4608","2013_PUC",2013,"PU","C","4","2","NCIG2013_3007","Ceratina","dupla","Ceratina_dupla","Erigeron","strigosus"
"4609","2013_PUC",2013,"PU","C","4","2","NCIG2013_3008","Hylaeus","affinis","Hylaeus_affinis","Erigeron","strigosus"
"4610","2013_PUT",2013,"PU","T","4","2","NCIG2013_3009","Bombus","bimaculatus","Bombus_bimaculatus","Monarda","fistulosa"
"4611","2013_PUT",2013,"PU","T","4","2","NCIG2013_3010","Xylocopa","virginica","Xylocopa_virginica","Monarda","fistulosa"
"4612","2013_PUT",2013,"PU","T","4","2","NCIG2013_3011","Bombus","impatiens","Bombus_impatiens","Monarda","fistulosa"
"4613","2013_PUC",2013,"PU","C","4","2","NCIG2013_3012","Ceratina","strenua","Ceratina_strenua","Erigeron","strigosus"
"4614","2013_PUC",2013,"PU","C","4","2","NCIG2013_3013","Hylaeus","affinis","Hylaeus_affinis","Erigeron","strigosus"
"4615","2013_PUC",2013,"PU","C","4","2","NCIG2013_3014","Ceratina","strenua","Ceratina_strenua","Erigeron","strigosus"
"4616","2013_PUC",2013,"PU","C","4","2","NCIG2013_3015","Ceratina","mikmaqi","Ceratina_mikmaqi","Erigeron","strigosus"
"4617","2013_PUC",2013,"PU","C","4","2","NCIG2013_3016","Ceratina","strenua","Ceratina_strenua","Erigeron","strigosus"
"4618","2013_PUC",2013,"PU","C","4","2","NCIG2013_3017","Lasioglossum","hitchensi","Lasioglossum_hitchensi","Erigeron","strigosus"
"4619","2013_PUC",2013,"PU","C","3","2","NCIG2013_3018","Augochlorella","aurata","Augochlorella_aurata","Erigeron","strigosus"
"4620","2013_PUC",2013,"PU","C","3","2","NCIG2013_3019","Ceratina","strenua","Ceratina_strenua","Erigeron","strigosus"
"4621","2013_PUC",2013,"PU","C","2","2","NCIG2013_3020","Ceratina","mikmaqi","Ceratina_mikmaqi","Erigeron","strigosus"
"4622","2013_PUC",2013,"PU","C","2","2","NCIG2013_3021","Ceratina","strenua","Ceratina_strenua","Erigeron","strigosus"
"4623","2013_PUC",2013,"PU","C","2","2","NCIG2013_3022","Hylaeus","mesillae","Hylaeus_mesillae","Erigeron","strigosus"
"4624","2013_PUC",2013,"PU","C","2","2","NCIG2013_3023","Ceratina","strenua","Ceratina_strenua","Erigeron","strigosus"
"4625","2013_PUC",2013,"PU","C","2","2","NCIG2013_3024","Ceratina","strenua","Ceratina_strenua","Erigeron","strigosus"
"4626","2013_PUT",2013,"PU","T","1","2","NCIG2013_3025","Hylaeus","modestus","Hylaeus_modestus","Potentilla","norvegica"
"4627","2013_PUT",2013,"PU","T","1","2","NCIG2013_3026","Hylaeus","affinis","Hylaeus_affinis","Potentilla","norvegica"
"4628","2013_PUT",2013,"PU","T","1","2","NCIG2013_3027","Ceratina","dupla","Ceratina_dupla","Potentilla","norvegica"
"4629","2013_PUT",2013,"PU","T","1","2","NCIG2013_3028","Hylaeus","affinis","Hylaeus_affinis","Potentilla","norvegica"
"4630","2013_PUT",2013,"PU","T","4","2","NCIG2013_3029","Bombus","fervidus","Bombus_fervidus","Solidago","canadensis"
"4631","2013_PUC",2013,"PU","C","3","2","NCIG2013_3030","Ceratina","dupla","Ceratina_dupla","Erigeron","strigosus"
"4632","2013_PUC",2013,"PU","C","3","2","NCIG2013_3031","Ceratina","strenua","Ceratina_strenua","Erigeron","strigosus"
"4633","2013_PUC",2013,"PU","C","3","2","NCIG2013_3032","Ceratina","strenua","Ceratina_strenua","Erigeron","strigosus"
"4634","2013_PUC",2013,"PU","C","3","2","NCIG2013_3033","Hylaeus","affinis","Hylaeus_affinis","Erigeron","strigosus"
"4635","2013_PUT",2013,"PU","T","2","2","NCIG2013_3034","Halictus","ligatus","Halictus_ligatus","Arctium","minus"
"4636","2013_PUT",2013,"PU","T","2","2","NCIG2013_3035","Ceratina","calcarata","Ceratina_calcarata","Arctium","minus"
"4637","2013_PUT",2013,"PU","T","2","2","NCIG2013_3036","Halictus","ligatus","Halictus_ligatus","Arctium","minus"
"4638","2013_PUT",2013,"PU","T","2","2","NCIG2013_3037","Megachile","mendica","Megachile_mendica","Arctium","minus"
"4639","2013_FHT",2013,"FH","T","1","2","NCIG2013_3038","Agapostemon","virescens","Agapostemon_virescens","Coreopsis","lanceolata"
"4640","2013_FHT",2013,"FH","T","1","2","NCIG2013_3039","Halictus","ligatus","Halictus_ligatus","Coreopsis","lanceolata"
"4641","2013_FHT",2013,"FH","T","1","2","NCIG2013_3040","Halictus","ligatus","Halictus_ligatus","Coreopsis","lanceolata"
"4642","2013_FHT",2013,"FH","T","1","2","NCIG2013_3041","Halictus","ligatus","Halictus_ligatus","Coreopsis","lanceolata"
"4643","2013_FHT",2013,"FH","T","1","2","NCIG2013_3042","Bombus","impatiens","Bombus_impatiens","Mentha","arvensis"
"4644","2013_FHT",2013,"FH","T","1","2","NCIG2013_3043","Bombus","bimaculatus","Bombus_bimaculatus","Mentha","arvensis"
"4645","2013_FHT",2013,"FH","T","1","2","NCIG2013_3044","Bombus","bimaculatus","Bombus_bimaculatus","Mentha","arvensis"
"4647","2013_FHT",2013,"FH","T","2","2","NCIG2013_3046","Halictus","ligatus","Halictus_ligatus","Erigeron","strigosus"
"4648","2013_FHT",2013,"FH","T","2","2","NCIG2013_3047","Lasioglossum","versatum","Lasioglossum_versatum","Erigeron","strigosus"
"4649","2013_FHT",2013,"FH","T","2","2","NCIG2013_3048","Halictus","ligatus","Halictus_ligatus","Erigeron","strigosus"
"4650","2013_FHT",2013,"FH","T","2","2","NCIG2013_3049","Lasioglossum","gotham","Lasioglossum_gotham","Coreopsis","lanceolata"
"4651","2013_FHC",2013,"FH","C","1","2","NCIG2013_3050","Augochlorella","aurata","Augochlorella_aurata","Monarda","fistulosa"
"4652","2013_FHC",2013,"FH","C","2","2","NCIG2013_3051","Augochlorella","aurata","Augochlorella_aurata","Monarda","fistulosa"
"4653","2013_FHC",2013,"FH","C","2","2","NCIG2013_3052","Bombus","bimaculatus","Bombus_bimaculatus","Monarda","fistulosa"
"4654","2013_FHC",2013,"FH","C","2","2","NCIG2013_3053","Bombus","griseocollis","Bombus_griseocollis","Monarda","fistulosa"
"4655","2013_FHC",2013,"FH","C","2","2","NCIG2013_3054","Bombus","bimaculatus","Bombus_bimaculatus","Monarda","fistulosa"
"4656","2013_FHC",2013,"FH","C","2","2","NCIG2013_3055","Bombus","bimaculatus","Bombus_bimaculatus","Monarda","fistulosa"
"4657","2013_FHC",2013,"FH","C","2","2","NCIG2013_3056","Bombus","griseocollis","Bombus_griseocollis","Monarda","fistulosa"
"4658","2013_FHC",2013,"FH","C","2","2","NCIG2013_3057","Bombus","bimaculatus","Bombus_bimaculatus","Monarda","fistulosa"
"4659","2013_FHC",2013,"FH","C","2","2","NCIG2013_3058","Bombus","bimaculatus","Bombus_bimaculatus","Monarda","fistulosa"
"4660","2013_FHC",2013,"FH","C","2","2","NCIG2013_3059","Bombus","bimaculatus","Bombus_bimaculatus","Monarda","fistulosa"
"4661","2013_FHC",2013,"FH","C","2","2","NCIG2013_3060","Bombus","griseocollis","Bombus_griseocollis","Monarda","fistulosa"
"4662","2013_FHC",2013,"FH","C","2","2","NCIG2013_3061","Bombus","bimaculatus","Bombus_bimaculatus","Monarda","fistulosa"
"4663","2013_FHC",2013,"FH","C","2","2","NCIG2013_3062","Heriades","carinatus","Heriades_carinatus","Monarda","fistulosa"
"4664","2013_FHC",2013,"FH","C","2","2","NCIG2013_3063","Augochlorella","persimilis","Augochlorella_persimilis","Monarda","fistulosa"
"4666","2013_FHC",2013,"FH","C","2","2","NCIG2013_3065","Ceratina","calcarata","Ceratina_calcarata","Monarda","fistulosa"
"4667","2013_FHC",2013,"FH","C","2","2","NCIG2013_3066","Bombus","griseocollis","Bombus_griseocollis","Allium","vineale"
"4668","2013_FHT",2013,"FH","T","2","2","NCIG2013_3067","Halictus","ligatus","Halictus_ligatus","Achillea","millefolium"
"4669","2013_FHT",2013,"FH","T","3","2","NCIG2013_3068","Bombus","bimaculatus","Bombus_bimaculatus","Monarda","fistulosa"
"4670","2013_FHT",2013,"FH","T","3","2","NCIG2013_3069","Bombus","bimaculatus","Bombus_bimaculatus","Monarda","fistulosa"
"4671","2013_FHT",2013,"FH","T","3","2","NCIG2013_3070","Bombus","bimaculatus","Bombus_bimaculatus","Monarda","fistulosa"
"4672","2013_FHT",2013,"FH","T","3","2","NCIG2013_3071","Bombus","perplexus","Bombus_perplexus","Monarda","fistulosa"
"4673","2013_FHT",2013,"FH","T","3","2","NCIG2013_3072","Bombus","bimaculatus","Bombus_bimaculatus","Monarda","fistulosa"
"4674","2013_FHT",2013,"FH","T","3","2","NCIG2013_3073","Bombus","bimaculatus","Bombus_bimaculatus","Monarda","fistulosa"
"4675","2013_FHT",2013,"FH","T","3","2","NCIG2013_3074","Bombus","bimaculatus","Bombus_bimaculatus","Monarda","fistulosa"
"4676","2013_FHT",2013,"FH","T","3","2","NCIG2013_3075","Bombus","bimaculatus","Bombus_bimaculatus","Monarda","fistulosa"
"4677","2013_FHT",2013,"FH","T","3","2","NCIG2013_3076","Bombus","bimaculatus","Bombus_bimaculatus","Monarda","fistulosa"
"4678","2013_FHT",2013,"FH","T","3","2","NCIG2013_3077","Bombus","griseocollis","Bombus_griseocollis","Monarda","fistulosa"
"4679","2013_FHT",2013,"FH","T","3","2","NCIG2013_3078","Bombus","bimaculatus","Bombus_bimaculatus","Monarda","fistulosa"
"4680","2013_FHT",2013,"FH","T","3","2","NCIG2013_3079","Bombus","griseocollis","Bombus_griseocollis","Monarda","fistulosa"
"4681","2013_FHT",2013,"FH","T","3","2","NCIG2013_3080","Bombus","bimaculatus","Bombus_bimaculatus","Monarda","fistulosa"
"4682","2013_FHT",2013,"FH","T","3","2","NCIG2013_3081","Bombus","bimaculatus","Bombus_bimaculatus","Monarda","fistulosa"
"4683","2013_FHT",2013,"FH","T","3","2","NCIG2013_3082","Bombus","bimaculatus","Bombus_bimaculatus","Monarda","fistulosa"
"4684","2013_FHT",2013,"FH","T","3","2","NCIG2013_3083","Bombus","bimaculatus","Bombus_bimaculatus","Monarda","fistulosa"
"4685","2013_FHT",2013,"FH","T","3","2","NCIG2013_3084","Bombus","bimaculatus","Bombus_bimaculatus","Monarda","fistulosa"
"4686","2013_FHT",2013,"FH","T","3","2","NCIG2013_3085","Bombus","bimaculatus","Bombus_bimaculatus","Monarda","fistulosa"
"4687","2013_FHT",2013,"FH","T","3","2","NCIG2013_3086","Bombus","bimaculatus","Bombus_bimaculatus","Monarda","fistulosa"
"4688","2013_FHT",2013,"FH","T","3","2","NCIG2013_3087","Bombus","impatiens","Bombus_impatiens","Monarda","fistulosa"
"4689","2013_FHT",2013,"FH","T","3","2","NCIG2013_3088","Bombus","perplexus","Bombus_perplexus","Monarda","fistulosa"
"4690","2013_FHT",2013,"FH","T","3","2","NCIG2013_3089","Bombus","bimaculatus","Bombus_bimaculatus","Monarda","fistulosa"
"4691","2013_FHT",2013,"FH","T","3","2","NCIG2013_3090","Augochlorella","persimilis","Augochlorella_persimilis","Monarda","fistulosa"
"4692","2013_FHT",2013,"FH","T","3","2","NCIG2013_3091","Augochlorella","persimilis","Augochlorella_persimilis","Monarda","fistulosa"
"4693","2013_FHT",2013,"FH","T","2","2","NCIG2013_3092","Bombus","bimaculatus","Bombus_bimaculatus","Monarda","fistulosa"
"4694","2013_FHT",2013,"FH","T","2","2","NCIG2013_3093","Bombus","bimaculatus","Bombus_bimaculatus","Monarda","fistulosa"
"4695","2013_FHT",2013,"FH","T","2","2","NCIG2013_3094","Bombus","bimaculatus","Bombus_bimaculatus","Monarda","fistulosa"
"4696","2013_FHT",2013,"FH","T","2","2","NCIG2013_3095","Bombus","bimaculatus","Bombus_bimaculatus","Monarda","fistulosa"
"4697","2013_FHT",2013,"FH","T","2","2","NCIG2013_3096","Bombus","impatiens","Bombus_impatiens","Monarda","fistulosa"
"4698","2013_FHC",2013,"FH","C","3","2","NCIG2013_3097","Augochlorella","aurata","Augochlorella_aurata","Trifolium","campestre"
"4699","2013_FHC",2013,"FH","C","3","2","NCIG2013_3098","Augochlorella","persimilis","Augochlorella_persimilis","Trifolium","campestre"
"4700","2013_FHC",2013,"FH","C","2","2","NCIG2013_3099","Augochlorella","aurata","Augochlorella_aurata","shortthistle","CHECK"
"4701","2013_FHT",2013,"FH","T","2","2","NCIG2013_3100","Bombus","impatiens","Bombus_impatiens","Mentha","arvensis"
"4702","2013_FHT",2013,"FH","T","2","2","NCIG2013_3101","Bombus","impatiens","Bombus_impatiens","Mentha","arvensis"
"4703","2013_FHT",2013,"FH","T","2","2","NCIG2013_3102","Bombus","impatiens","Bombus_impatiens","Mentha","arvensis"
"4704","2013_FHC",2013,"FH","C","1","2","NCIG2013_3103","Lasioglossum","versatum","Lasioglossum_versatum","Allium","vineale"
"4705","2013_FHT",2013,"FH","T","4","2","NCIG2013_3104","Halictus","ligatus","Halictus_ligatus","Gallardia","sp"
"4706","2013_FHT",2013,"FH","T","4","2","NCIG2013_3105","Halictus","ligatus","Halictus_ligatus","Gallardia","sp"
"4707","2013_FHC",2013,"FH","C","3","2","NCIG2013_3106","Bombus","bimaculatus","Bombus_bimaculatus","Monarda","fistulosa"
"4708","2013_FHC",2013,"FH","C","3","2","NCIG2013_3107","Bombus","bimaculatus","Bombus_bimaculatus","Monarda","fistulosa"
"4709","2013_FHC",2013,"FH","C","3","2","NCIG2013_3108","Bombus","griseocollis","Bombus_griseocollis","Monarda","fistulosa"
"4710","2013_FHC",2013,"FH","C","3","2","NCIG2013_3109","Bombus","bimaculatus","Bombus_bimaculatus","Monarda","fistulosa"
"4711","2013_FHC",2013,"FH","C","3","2","NCIG2013_3110","Bombus","griseocollis","Bombus_griseocollis","Monarda","fistulosa"
"4712","2013_FHC",2013,"FH","C","3","2","NCIG2013_3111","Bombus","bimaculatus","Bombus_bimaculatus","Monarda","fistulosa"
"4713","2013_FHC",2013,"FH","C","3","2","NCIG2013_3112","Augochlorella","aurata","Augochlorella_aurata","Monarda","fistulosa"
"4714","2013_FHC",2013,"FH","C","3","2","NCIG2013_3113","Hylaeus","mesillae","Hylaeus_mesillae","Monarda","fistulosa"
"4715","2013_FHC",2013,"FH","C","4","2","NCIG2013_3114","Bombus","griseocollis","Bombus_griseocollis","Monarda","fistulosa"
"4716","2013_FHC",2013,"FH","C","4","2","NCIG2013_3115","Augochlorella","aurata","Augochlorella_aurata","Monarda","fistulosa"
"4717","2013_FHC",2013,"FH","C","4","2","NCIG2013_3116","Augochlorella","aurata","Augochlorella_aurata","Monarda","fistulosa"
"4718","2013_FHT",2013,"FH","T","2","2","NCIG2013_3119","Bombus","griseocollis","Bombus_griseocollis","Mentha","arvensis"
"4719","2013_FHT",2013,"FH","T","2","2","NCIG2013_3120","Bombus","impatiens","Bombus_impatiens","Mentha","arvensis"
"4720","2013_FHT",2013,"FH","T","2","2","NCIG2013_3121","Bombus","griseocollis","Bombus_griseocollis","Mentha","arvensis"
"4721","2013_FHT",2013,"FH","T","2","2","NCIG2013_3122","Bombus","perplexus","Bombus_perplexus","Mentha","arvensis"
"4722","2013_FHT",2013,"FH","T","2","2","NCIG2013_3123","Bombus","impatiens","Bombus_impatiens","Mentha","arvensis"
"4723","2013_FHT",2013,"FH","T","2","2","NCIG2013_3124","Bombus","bimaculatus","Bombus_bimaculatus","Mentha","arvensis"
"4724","2013_FHT",2013,"FH","T","2","2","NCIG2013_3125","Bombus","perplexus","Bombus_perplexus","Mentha","arvensis"
"4725","2013_FHT",2013,"FH","T","2","2","NCIG2013_3126","Bombus","impatiens","Bombus_impatiens","Mentha","arvensis"
"4726","2013_FHT",2013,"FH","T","2","2","NCIG2013_3127","Bombus","impatiens","Bombus_impatiens","Mentha","arvensis"
"4727","2013_FHT",2013,"FH","T","2","2","NCIG2013_3128","Bombus","impatiens","Bombus_impatiens","Mentha","arvensis"
"4728","2013_FHT",2013,"FH","T","2","2","NCIG2013_3129","Augochlora","pura","Augochlora_pura","Mentha","arvensis"
"4729","2013_FHT",2013,"FH","T","1","2","NCIG2013_3132","Bombus","impatiens","Bombus_impatiens","Rudbeckia","hirta"
"4730","2013_FHT",2013,"FH","T","1","2","NCIG2013_3133","Halictus","ligatus","Halictus_ligatus","Rudbeckia","hirta"
"4731","2013_FHT",2013,"FH","T","1","2","NCIG2013_3134","Halictus","ligatus","Halictus_ligatus","Rudbeckia","hirta"
"4732","2013_FHT",2013,"FH","T","2","2","NCIG2013_3135","Halictus","ligatus","Halictus_ligatus","Rudbeckia","hirta"
