site,observer,collection_date,plant_genus,plant_species,individual_plant,inf_number,flower_number,c_width_1_px,c_width_2_px,c_depth1_px,c_depth2_px,c_depth3_px,width,c_width_2_mm,depth,c_depth2_mm,c_depth_3_mm,magnification,flower_type,photo_reference,plant_code,live,notes,**make sure all measurement photos are saved in jp2 format
ME,ES,22-Jun,Leucanthemum,vulgare,b,1,3,,,,,,0.71,,3.02,1.32,1.6,NA,disc,,LEVU_d,,,
ME,ES,22-Jun,Leucanthemum,vulgare,b,1,4,,,,,,0.58,,2.64,1.27,1.63,NA,disc,,LEVU_d,,,
ME,ES,22-Jun,Leucanthemum,vulgare,b,1,5,,,,,,0.76,,2.64,1.3,1.5,NA,disc,,LEVU_d,,,
ME,ES,22-Jun,Leucanthemum,vulgare,b,2,1,,,,,,0.86,,2.77,1.37,1.47,NA,disc,,LEVU_d,,,
ME,ES,22-Jun,Leucanthemum,vulgare,b,2,2,,,,,,0.91,,2.84,1.45,1.6,NA,disc,,LEVU_d,,,
ME,ES,22-Jun,Leucanthemum,vulgare,b,2,3,,,,,,0.84,,3.1,1.37,1.47,NA,disc,,LEVU_d,,,
ME,ES,22-Jun,Leucanthemum,vulgare,b,2,4,,,,,,0.84,,2.82,1.37,1.78,NA,disc,,LEVU_d,,,
ME,ES,22-Jun,Leucanthemum,vulgare,b,2,5,,,,,,0.91,,2.77,1.55,1.98,NA,disc,,LEVU_d,,,
ME,ES,22-Jun,Leucanthemum,vulgare,b,3,1,,,,,,0.8636,,3.0988,1.4478,1.4732,NA,disc,,LEVU_d,,"for inflorescences 3 and 4 on individual b, measurements were originally taken in inches and were converted into millimeters on a separate excel file",
ME,ES,22-Jun,Leucanthemum,vulgare,b,3,2,,,,,,0.6858,,2.4892,1.397,1.1684,NA,disc,,LEVU_d,,,
ME,ES,22-Jun,Leucanthemum,vulgare,b,3,3,,,,,,0.7112,,3.0226,1.3208,1.6002,NA,disc,,LEVU_d,,,
ME,ES,22-Jun,Leucanthemum,vulgare,b,3,4,,,,,,0.5842,,2.6416,1.27,1.6256,NA,disc,,LEVU_d,,,
ME,ES,22-Jun,Leucanthemum,vulgare,b,3,5,,,,,,0.762,,2.6416,1.2954,1.4986,NA,disc,,LEVU_d,,,
ME,ES,22-Jun,Leucanthemum,vulgare,b,4,1,,,,,,0.8636,,2.7686,1.3716,1.4732,NA,disc,,LEVU_d,,,
ME,ES,22-Jun,Leucanthemum,vulgare,b,4,2,,,,,,0.9144,,2.8448,1.4478,1.6002,NA,disc,,LEVU_d,,,
ME,ES,22-Jun,Leucanthemum,vulgare,b,4,3,,,,,,0.8382,,3.0988,1.3716,1.4732,NA,disc,,LEVU_d,,,
ME,ES,22-Jun,Leucanthemum,vulgare,b,4,4,,,,,,0.8382,,2.8194,1.3716,1.778,NA,disc,,LEVU_d,,,
ME,ES,22-Jun,Leucanthemum,vulgare,b,4,5,,,,,,0.9144,,2.7686,1.5494,1.9812,NA,disc,,LEVU_d,,,
NENE,JZ,23-Jun,Penstemon,digitalis,a,NA,1,,,,,,2.1,5.5,7.35,8.6,15.6,NA,corolla,,PEDI,,,
NENE,JZ,23-Jun,Penstemon,digitalis,a,NA,2,,,,,,2.4,5.8,7.6,8.75,16.3,NA,corolla,,PEDI,,,
NENE,JZ,23-Jun,Penstemon,digitalis,a,NA,3,,,,,,1.4,5.3,7.4,8.9,16,NA,corolla,,PEDI,,,
NENE,JZ,23-Jun,Penstemon,digitalis,a,NA,4,,,,,,2.3,5.9,7.1,8.9,16.1,NA,corolla,,PEDI,,,
NENE,JZ,23-Jun,Penstemon,digitalis,a,NA,5,,,,,,2,2.4,6,9.1,15.3,NA,corolla,,PEDI,,kinda squished,
NENE,RT,23-Jun,Penstemon,digitalis,b,NA,1,,,,,,2.48,5.54,7.75,10.09,16.93,NA,corolla,,PEDI,,,
NENE,RT,23-Jun,Penstemon,digitalis,b,NA,2,,,,,,2.49,5.32,7.49,9.87,16.78,NA,corolla,,PEDI,,,
NENE,RT,23-Jun,Penstemon,digitalis,b,NA,3,,,,,,2.51,5.67,7.36,9.92,18.02,NA,corolla,,PEDI,,,
NENE,RT,23-Jun,Penstemon,digitalis,b,NA,4,,,,,,2.4,6.49,7.55,10.29,18.11,NA,corolla,,PEDI,,,
NENE,RT,23-Jun,Penstemon,digitalis,b,NA,5,,,,,,2.58,5.12,7.44,10.55,18.14,NA,corolla,,PEDI,,,
NENE,ES,23-Jun,Penstemon,digitalis,c,NA,1,,,,,,3,5.8,7.5,9,17.4,NA,corolla,,PEDI,,,
NENE,ES,23-Jun,Penstemon,digitalis,c,NA,2,,,,,,3,6.9,7.2,11.1,18.3,NA,corolla,,PEDI,,,
NENE,ES,23-Jun,Penstemon,digitalis,c,NA,3,,,,,,3.4,6,7,10,17,NA,corolla,,PEDI,,,
NENE,ES,23-Jun,Penstemon,digitalis,c,NA,4,,,,,,NA,NA,6.5,9.2,16,NA,corolla,,PEDI,,widths not taken,
FH,ES,21-Jul,Mentha,arvensis,a,1,1,291,,1109,,,0.99123557,,3.777595351,,,1,corolla,,MEAR4,live,multiply all measurements taken live under microscope by 2,
FH,ES,21-Jul,Mentha,arvensis,a,1,2,440,,1987,,,1.498775432,,6.7683336,,,1,corolla,,MEAR4,photo?,,
FH,ES,21-Jul,Mentha,arvensis,a,2,1,250,,847,,,0.85157695,,2.885142707,,,1,corolla,,MEAR4,live,multiply all measurements taken live under microscope by 2,
FH,ES,21-Jul,Mentha,arvensis,a,2,2,298,,1048,,,1.015079725,,3.569810575,,,1,corolla,,MEAR4,live,multiply all measurements taken live under microscope by 2,
FH,ES,21-Jul,Mentha,arvensis,b,1,1,240,,1085,,,0.817513872,,3.695843964,,,1,corolla,,MEAR4,live,multiply all measurements taken live under microscope by 2,
FH,ES,21-Jul,Mentha,arvensis,b,1,2,244,,1091,,,0.831139103,,3.716281811,,,1,corolla,,MEAR4,live,multiply all measurements taken live under microscope by 2,
FH,ES,21-Jul,Mentha,arvensis,b,1,3,290,,1017,,,0.987829262,,3.464215033,,,1,corolla,,MEAR4,live,multiply all measurements taken live under microscope by 2,
FH,ES,21-Jul,Mentha,arvensis,c,1,1,289,,1042,,,0.984422954,,3.549372728,,,1,corolla,,MEAR4,live,multiply all measurements taken live under microscope by 2,
FH,ES,21-Jul,Mentha,arvensis,c,1,2,315,,1089,,,1.072986957,,3.709469195,,,1,corolla,,MEAR4,live,multiply all measurements taken live under microscope by 2,
FH,ES,21-Jul,Mentha,arvensis,c,1,3,316,,1113,,,1.076393265,,3.791220582,,,1,corolla,,MEAR4,live,multiply all measurements taken live under microscope by 2,
FH,ES,21-Jul,Mentha,arvensis,c,2,1,239,,1120,,,0.814107564,,3.815064737,,,1,corolla,,MEAR4,live,multiply all measurements taken live under microscope by 2,
FH,ES,21-Jul,Mentha,arvensis,c,2,2,281,,1056,,,0.957172492,,3.597061038,,,1,corolla,,MEAR4,live,multiply all measurements taken live under microscope by 2,
FH,ES,21-Jul,Mentha,arvensis,c,2,3,338,,1069,,,1.151332037,,3.641343039,,,1,corolla,,MEAR4,live,multiply all measurements taken live under microscope by 2,
FH,ES,21-Jul,Mentha,arvensis,d,1,1,267,,1123,,,0.909484183,,3.82528366,,,1,corolla,,MEAR4,live,multiply all measurements taken live under microscope by 2,
FH,ES,21-Jul,Mentha,arvensis,d,1,2,258,,1050,,,0.878827413,,3.576623191,,,1,corolla,,MEAR4,live,multiply all measurements taken live under microscope by 2,
FH,ES,21-Jul,Mentha,arvensis,d,1,3,249,,1108,,,0.848170642,,3.774189043,,,1,corolla,,MEAR4,live,multiply all measurements taken live under microscope by 2,
FH,ES,21-Jul,Mentha,arvensis,e,1,1,270,,969,,,0.919703106,,3.300712259,,,1,corolla,,MEAR4,live,multiply all measurements taken live under microscope by 2,
FH,ES,21-Jul,Mentha,arvensis,e,1,2,195,,1197,,,0.664230021,,4.077350438,,,1,corolla,,MEAR4,live,multiply all measurements taken live under microscope by 2,
FH,ES,21-Jul,Mentha,arvensis,e,2,1,307,,1080,,,1.045736495,,3.678812425,,,1,corolla,,MEAR4,live,multiply all measurements taken live under microscope by 2,
FH,ES,21-Jul,Mentha,arvensis,e,2,2,301,,1121,,,1.025298648,,3.818471045,,,1,corolla,,MEAR4,live,multiply all measurements taken live under microscope by 2,
FH,ES,21-Jul,Mentha,arvensis,e,2,3,330,,1043,,,1.124081574,,3.552779036,,,1,corolla,,MEAR4,live,multiply all measurements taken live under microscope by 2,
FH,ES,21-Jul,Mentha,arvensis,f,1,1,312,,972,,,1.062768034,,3.310931182,,,1,corolla,,MEAR4,live,multiply all measurements taken live under microscope by 2,
FH,ES,21-Jul,Mentha,arvensis,f,1,2,241,,1027,,,0.82092018,,3.498278111,,,1,corolla,,MEAR4,live,multiply all measurements taken live under microscope by 2,
FH,ES,21-Jul,Mentha,arvensis,f,1,3,300,,918,,,1.02189234,,3.126990561,,,1,corolla,,MEAR4,live,multiply all measurements taken live under microscope by 2,
FH,ES,21-Jul,Mentha,arvensis,g,1,1,332,,990,,,1.13089419,,3.372244723,,,1,corolla,,MEAR4,live,multiply all measurements taken live under microscope by 2,
FH,ES,21-Jul,Mentha,arvensis,g,1,2,268,,1042,,,0.912890491,,3.549372728,,,1,corolla,,MEAR4,live,multiply all measurements taken live under microscope by 2,
FH,ES,21-Jul,Mentha,arvensis,g,1,3,299,,986,,,1.018486032,,3.358619492,,,1,corolla,,MEAR4,live,multiply all measurements taken live under microscope by 2,
FH,ES,21-Jul,Mentha,arvensis,g,1,1,218,,1010,,,0.742575101,,3.440370879,,,1,corolla,,MEAR4,live,multiply all measurements taken live under microscope by 2,
FH,ES,21-Jul,Mentha,arvensis,g,1,2,252,,1085,,,0.858389566,,3.695843964,,,1,corolla,,MEAR4,live,multiply all measurements taken live under microscope by 2,
FH,ES,21-Jul,Mentha,arvensis,g,1,3,250,,1064,,,0.85157695,,3.6243115,,,1,corolla,,MEAR4,live,multiply all measurements taken live under microscope by 2,
FH,ES,21-Jul,Mentha,arvensis,h,1,1,239,,1076,,,0.814107564,,3.665187194,,,1,corolla,,MEAR4,live,multiply all measurements taken live under microscope by 2,
FH,ES,21-Jul,Mentha,arvensis,h,1,2,253,,928,,,0.861795874,,3.161053639,,,1,corolla,,MEAR4,live,multiply all measurements taken live under microscope by 2,
FH,ES,21-Jul,Mentha,arvensis,h,1,3,256,,1055,,,0.872014797,,3.59365473,,,1,corolla,,MEAR4,live,multiply all measurements taken live under microscope by 2,
ENR,JZ,20-Jul,Erigeron,strigosis,a,1,1,293.46,,1145,,,0.499807544,,1.950111216,,,2,disc,,ERST3_d,,,
ENR,JZ,20-Jul,Erigeron,strigosis,a,1,2,274,,990,,,0.466664169,,1.686122361,,,2,disc,,ERST3_d,,,
ENR,JZ,20-Jul,Erigeron,strigosis,a,2,1,321,,1148,,,0.546712402,,1.955220678,,,2,disc,,ERST3_d,,,
ENR,JZ,20-Jul,Erigeron,strigosis,a,2,2,362,,1124,,,0.616541712,,1.914344984,,,2,disc,,ERST3_d,,,
ENR,JZ,20-Jul,Erigeron,strigosis,b,1,3,114,,499,,,0.388319089,,1.699747593,,,1,disc,,ERST3_d,,,
ENR,JZ,20-Jul,Erigeron,strigosis,b,1,4,111,,495,,,0.378100166,,1.686122361,,,1,disc,,ERST3_d,,,
ENR,JZ,20-Jul,Erigeron,strigosis,b,2,1,114,,477,,,0.388319089,,1.624808821,,,1,disc,,ERST3_d,,,
ENR,JZ,20-Jul,Erigeron,strigosis,b,2,2,102,,483,,,0.347443396,,1.645246668,,,1,disc,,ERST3_d,,,
ENR,JZ,20-Jul,Erigeron,strigosis,c,1,3,154,,488,,,0.524571401,,1.662278207,,,1,disc,,ERST3_d,,,
ENR,JZ,20-Jul,Erigeron,strigosis,c,1,4,136,,512,,,0.463257861,,1.744029594,,,1,disc,,ERST3_d,,,
ENR,JZ,20-Jul,Erigeron,strigosis,c,2,1,142,,545,,,0.483695708,,1.856437751,,,1,disc,,ERST3_d,,,
ENR,JZ,20-Jul,Erigeron,strigosis,c,2,2,144,,497,,,0.490508323,,1.692934977,,,1,disc,,ERST3_d,,,
ENR,JZ,20-Jul,Erigeron,strigosis,d,1,1,153,,537,,,0.521165094,,1.829187289,,,1,disc,,ERST3_d,,,
ENR,JZ,20-Jul,Erigeron,strigosis,d,1,2,145,,546,,,0.493914631,,1.859844059,,,1,disc,,ERST3_d,,,
ENR,JZ,20-Jul,Erigeron,strigosis,d,2,1,268,,1244,,,0.456445245,,2.118723452,,,2,disc,,ERST3_d,,,
ENR,JZ,20-Jul,Erigeron,strigosis,d,2,2,295,,1201,,,0.502430401,,2.045487834,,,2,disc,,ERST3_d,,,
ENR,JZ,20-Jul,Erigeron,strigosis,e,1,1,190,,845,,,0.323599241,,1.439165046,,,2,disc,,ERST3_d,,,
ENR,JZ,20-Jul,Erigeron,strigosis,e,1,2,177,,865,,,0.30145824,,1.473228124,,,2,disc,,ERST3_d,,,
ENR,JZ,20-Jul,Erigeron,strigosis,e,2,1,231,,800,,,0.393428551,,1.36252312,,,2,disc,,ERST3_d,,,
ENR,JZ,20-Jul,Erigeron,strigosis,e,2,2,196,,833,,,0.333818164,,1.418727199,,,2,disc,,ERST3_d,,,
FH,JZ,21-Jul,Gaillardia ,pulchella,a,1,3,571,,1688,,,1.945001754,,5.749847568,,,1,disc,,GAPU_d,,,
FH,JZ,21-Jul,Gaillardia ,pulchella,a,1,4,511,,2079,,,1.740623286,,7.081713918,,,1,disc,,GAPU_d,,,
FH,JZ,21-Jul,Gaillardia ,pulchella,b,1,1,447,,1545,,,1.522619587,,5.262745552,,,1,disc,,GAPU_d,,,
FH,JZ,21-Jul,Gaillardia ,pulchella,b,1,2,429,,1723,,,1.461306047,,5.869068341,,,1,disc,,GAPU_d,,,
FH,JZ,21-Jul,Gaillardia ,pulchella,b,2,3,400,,1868,,,1.36252312,,6.362982972,,,1,disc,,GAPU_d,,,
FH,JZ,21-Jul,Gaillardia ,pulchella,b,2,4,422,,1339,,,1.437461892,,4.561046145,,,1,disc,,GAPU_d,,,
FH,JZ,21-Jul,Gaillardia ,pulchella,b,2,5,342,,1409,,,1.164957268,,4.799487691,,,1,disc,,GAPU_d,,,
FH,JZ,21-Jul,Gaillardia ,pulchella,c,1,3,431,,1673,,,1.468118662,,5.698752951,,,1,disc,,GAPU_d,,,
FH,JZ,21-Jul,Gaillardia ,pulchella,c,1,4,412,,1573,,,1.403398814,,5.358122171,,,1,disc,,GAPU_d,,,
FH,JZ,21-Jul,Gaillardia ,pulchella,c,2,3,471,,1996,,,1.604370974,,6.79899037,,,1,disc,,GAPU_d,,,
FH,JZ,21-Jul,Gaillardia ,pulchella,c,2,4,508,,1676,,,1.730404363,,5.708971874,,,1,disc,,GAPU_d,,,
FH,JZ,21-Jul,Gaillardia ,pulchella,d,1,3,570,,2196,,,1.941595446,,7.480251931,,,1,disc,,GAPU_d,,,
FH,JZ,21-Jul,Gaillardia ,pulchella,d,1,4,546,,2283,,,1.859844059,,7.776600709,,,1,disc,,GAPU_d,,,
FH,JZ,21-Jul,Gaillardia ,pulchella,e,1,3,679,,1853,,,2.312882997,,6.311888355,,,1,disc,,GAPU_d,,,
FH,JZ,21-Jul,Gaillardia ,pulchella,e,1,4,516,,1574,,,1.757654825,,5.361528478,,,1,disc,,GAPU_d,,,
FH,JZ,21-Jul,Gaillardia ,pulchella,f,1,3,498,,2040,,,1.696341285,,6.948867914,,,1,disc,,GAPU_d,,,
FH,JZ,21-Jul,Gaillardia ,pulchella,f,1,4,521,,1918,,,1.774686364,,6.533298362,,,1,disc,,GAPU_d,,,
FH,JZ,21-Jul,Gaillardia ,pulchella,g,1,3,508,,1683,,,1.730404363,,5.732816029,,,1,disc,,GAPU_d,,,
FH,JZ,21-Jul,Gaillardia ,pulchella,g,1,4,531,,1497,,,1.808749442,,5.099242778,,,1,disc,,GAPU_d,,,
FH,JZ,21-Jul,Gaillardia ,pulchella,g,2,3,526,,1795,,,1.791717903,,6.114322502,,,1,disc,,GAPU_d,,,
FH,JZ,21-Jul,Gaillardia ,pulchella,g,2,4,537,,1727,,,1.829187289,,5.882693572,,,1,disc,,GAPU_d,,,
PFR,ES,22-Jul,Cirsium,vulgare,a,1,1,110,56,(measured with calipers),(measured with calipers),,0.374693858,0.190753237,31.3,25.83,,1,corolla,,CIVU,live,multiply all measurements taken live under microscope by 2,
PFR,ES,22-Jul,Cirsium,vulgare,a,1,2,92,58,(measured with calipers),(measured with calipers),,0.313380318,0.197565852,29.97,23.97,,1,corolla,,CIVU,live,multiply all measurements taken live under microscope by 2,
PFR,ES,22-Jul,Cirsium,vulgare,a,1,3,123,58,(measured with calipers),(measured with calipers),,0.418975859,0.197565852,30.89,25.74,,1,corolla,,CIVU,live,multiply all measurements taken live under microscope by 2,
PFR,ES,22-Jul,Cirsium,vulgare,b,1,1,138,61,(measured with calipers),(measured with calipers),,0.470070477,0.207784776,29.22,23.22,,1,corolla,,CIVU,live,multiply all measurements taken live under microscope by 2,
PFR,ES,22-Jul,Cirsium,vulgare,b,1,2,105,65,(measured with calipers),(measured with calipers),,0.357662319,0.221410007,28.28,22.81,,1,corolla,,CIVU,live,multiply all measurements taken live under microscope by 2,
PFR,ES,22-Jul,Cirsium,vulgare,b,1,3,121,68,(measured with calipers),(measured with calipers),,0.412163244,0.23162893,29.75,23.87,,1,corolla,,CIVU,live,multiply all measurements taken live under microscope by 2,
PFR,ES,22-Jul,Cirsium,vulgare,c,1,1,107,69,(measured with calipers),(measured with calipers),,0.364474935,0.235035238,30.26,25.43,,1,corolla,,CIVU,live,multiply all measurements taken live under microscope by 2,
PFR,ES,22-Jul,Cirsium,vulgare,c,1,2,121,66,(measured with calipers),(measured with calipers),,0.412163244,0.224816315,32.25,25.76,,1,corolla,,CIVU,live,multiply all measurements taken live under microscope by 2,
PFR,ES,22-Jul,Cirsium,vulgare,c,1,3,123,66,(measured with calipers),(measured with calipers),,0.418975859,0.224816315,30.76,24.71,,1,corolla,,CIVU,live,multiply all measurements taken live under microscope by 2,
PFR,ES,22-Jul,Cirsium,vulgare,d,1,1,124,70,(measured with calipers),(measured with calipers),,0.422382167,0.238441546,32.89,26.77,,1,corolla,,CIVU,live,multiply all measurements taken live under microscope by 2,
PFR,ES,22-Jul,Cirsium,vulgare,d,1,2,131,72,(measured with calipers),(measured with calipers),,0.446226322,0.245254162,32.26,25.71,,1,corolla,,CIVU,live,multiply all measurements taken live under microscope by 2,
PFR,ES,22-Jul,Cirsium,vulgare,d,1,3,111,62,(measured with calipers),(measured with calipers),,0.378100166,0.211191084,33.19,27.06,,1,corolla,,CIVU,live,multiply all measurements taken live under microscope by 2,
PFR,ES,22-Jul,Cirsium,vulgare,e,1,1,119,60,(measured with calipers),(measured with calipers),,0.405350628,0.204378468,28.34,22.65,,1,corolla,,CIVU,live,multiply all measurements taken live under microscope by 2,
PFR,ES,22-Jul,Cirsium,vulgare,e,1,2,113,64,(measured with calipers),(measured with calipers),,0.384912781,0.218003699,29.62,23.47,,1,corolla,,CIVU,live,multiply all measurements taken live under microscope by 2,
PFR,ES,22-Jul,Cirsium,vulgare,e,1,3,133,68,(measured with calipers),(measured with calipers),,0.453038938,0.23162893,29.36,23.8,,1,corolla,,CIVU,live,multiply all measurements taken live under microscope by 2,
PFR,ES,22-Jul,Cirsium,vulgare,f,1,1,127,60,(measured with calipers),(measured with calipers),,0.432601091,0.204378468,31.9,26.66,,1,corolla,,CIVU,live,multiply all measurements taken live under microscope by 2,
PFR,ES,22-Jul,Cirsium,vulgare,f,1,2,108,61,(measured with calipers),(measured with calipers),,0.367881242,0.207784776,30.61,26.74,,1,corolla,,CIVU,live,multiply all measurements taken live under microscope by 2,
PFR,ES,22-Jul,Cirsium,vulgare,f,1,3,114,65,(measured with calipers),(measured with calipers),,0.388319089,0.221410007,32.86,25.63,,1,corolla,,CIVU,live,multiply all measurements taken live under microscope by 2,
PFR,ES,22-Jul,Cirsium,vulgare,f,2,1,131,66,(measured with calipers),(measured with calipers),,0.446226322,0.224816315,30,23.61,,1,corolla,,CIVU,live,multiply all measurements taken live under microscope by 2,
PFR,ES,22-Jul,Cirsium,vulgare,f,2,2,127,66,(measured with calipers),(measured with calipers),,0.432601091,0.224816315,27.19,21.49,,1,corolla,,CIVU,live,multiply all measurements taken live under microscope by 2,
PFR,ES,22-Jul,Cirsium,vulgare,f,2,3,99,62,(measured with calipers),(measured with calipers),,0.337224472,0.211191084,30.36,25.79,,1,corolla,,CIVU,live,multiply all measurements taken live under microscope by 2,
PFR,ES,22-Jul,Cirsium,vulgare,g,1,1,135,68,(measured with calipers),(measured with calipers),,0.459851553,0.23162893,32.34,25.82,,1,corolla,,CIVU,live,multiply all measurements taken live under microscope by 2,
PFR,ES,22-Jul,Cirsium,vulgare,g,1,2,147,76,(measured with calipers),(measured with calipers),,0.500727247,0.258879393,31.59,24.83,,1,corolla,,CIVU,live,multiply all measurements taken live under microscope by 2,
PFR,ES,22-Jul,Cirsium,vulgare,g,1,3,121,68,(measured with calipers),(measured with calipers),,0.412163244,0.23162893,31,25.5,,1,corolla,,CIVU,live,multiply all measurements taken live under microscope by 2,
PFR,ES,22-Jul,Cirsium,vulgare,h,1,1,127,74,(measured with calipers),(measured with calipers),,0.432601091,0.252066777,26.46,21.43,,1,corolla,,CIVU,live,multiply all measurements taken live under microscope by 2,
PFR,ES,22-Jul,Cirsium,vulgare,h,1,2,146,75,(measured with calipers),(measured with calipers),,0.497320939,0.255473085,29.01,23.13,,1,corolla,,CIVU,live,multiply all measurements taken live under microscope by 2,
PFR,ES,22-Jul,Cirsium,vulgare,h,1,3,123,71,(measured with calipers),(measured with calipers),,0.418975859,0.241847854,28.78,21.8,,1,corolla,,CIVU,live,multiply all measurements taken live under microscope by 2,
PFR,ES,22-Jul,Cirsium,vulgare,i,1,1,112,62,(measured with calipers),(measured with calipers),,0.381506474,0.211191084,30.52,25.43,,1,corolla,,CIVU,live,multiply all measurements taken live under microscope by 2,
PFR,ES,22-Jul,Cirsium,vulgare,i,1,2,116,61,(measured with calipers),(measured with calipers),,0.395131705,0.207784776,31.91,26.34,,1,corolla,,CIVU,live,multiply all measurements taken live under microscope by 2,
PFR,ES,22-Jul,Cirsium,vulgare,i,1,3,128,70,(measured with calipers),(measured with calipers),,0.436007399,0.238441546,31.94,26.17,,1,corolla,,CIVU,live,multiply all measurements taken live under microscope by 2,
EP,ES,23-Jul,Coreopsis,tinctoria,a,1,3,86,,440,,,0.292942471,,1.498775432,,,1,disc,,COTI3_d,live,multiply all measurements taken live under microscope by 2,redid later in the day live
EP,ES,23-Jul,Coreopsis,tinctoria,a,1,4,83,,443,,,0.282723547,,1.508994356,,,1,disc,,COTI3_d,live,multiply all measurements taken live under microscope by 2,redid later in the day live
EP,ES,23-Jul,Coreopsis,tinctoria,b,1,3,94,,461,,,0.320192933,,1.570307896,,,1,disc,,COTI3_d,live,multiply all measurements taken live under microscope by 2,
EP,ES,23-Jul,Coreopsis,tinctoria,b,1,4,84,,474,,,0.286129855,,1.614589898,,,1,disc,,COTI3_d,live,multiply all measurements taken live under microscope by 2,redid later in the day live
EP,ES,23-Jul,Coreopsis,tinctoria,c,1,3,85,,434,,,0.289536163,,1.478337586,,,1,disc,,COTI3_d,live,multiply all measurements taken live under microscope by 2,
EP,ES,23-Jul,Coreopsis,tinctoria,c,1,4,102,,563,,,0.347443396,,1.917751292,,,1,disc,,COTI3_d,live,multiply all measurements taken live under microscope by 2,
EP,ES,23-Jul,Coreopsis,tinctoria,d,1,3,97,,592,,,0.330411857,,2.016534218,,,1,disc,,COTI3_d,live,multiply all measurements taken live under microscope by 2,
EP,ES,23-Jul,Coreopsis,tinctoria,d,1,4,90,,482,,,0.306567702,,1.64184036,,,1,disc,,COTI3_d,live,multiply all measurements taken live under microscope by 2,
EP,ES,23-Jul,Coreopsis,tinctoria,e,1,3,83,,456,,,0.282723547,,1.553276357,,,1,disc,,COTI3_d,live,multiply all measurements taken live under microscope by 2,
EP,ES,23-Jul,Coreopsis,tinctoria,e,1,4,85,,382,,,0.289536163,,1.30120958,,,1,disc,,COTI3_d,live,multiply all measurements taken live under microscope by 2,
EP,ES,23-Jul,Coreopsis,tinctoria,f,1,3,72,,458,,,0.245254162,,1.560088973,,,1,disc,,COTI3_d,live,multiply all measurements taken live under microscope by 2,
EP,ES,23-Jul,Coreopsis,tinctoria,f,1,4,71,,478,,,0.241847854,,1.628215129,,,1,disc,,COTI3_d,live,multiply all measurements taken live under microscope by 2,
EP,ES,23-Jul,Coreopsis,tinctoria,g,1,3,95,,546,,,0.323599241,,1.859844059,,,1,disc,,COTI3_d,live,multiply all measurements taken live under microscope by 2,
EP,ES,23-Jul,Coreopsis,tinctoria,g,1,4,99,,497,,,0.337224472,,1.692934977,,,1,disc,,COTI3_d,live,multiply all measurements taken live under microscope by 2,
EP,ES,23-Jul,Coreopsis,tinctoria,h,1,3,119,,583,,,0.405350628,,1.985877448,,,1,disc,,COTI3_d,live,multiply all measurements taken live under microscope by 2,
EP,ES,23-Jul,Coreopsis,tinctoria,h,1,4,100,,553,,,0.34063078,,1.883688214,,,1,disc,,COTI3_d,live,multiply all measurements taken live under microscope by 2,
EP,ES,23-Jul,Coreopsis,tinctoria,i,1,3,80,,426,,,0.272504624,,1.451087123,,,1,disc,,COTI3_d,live,multiply all measurements taken live under microscope by 2,
EP,ES,23-Jul,Coreopsis,tinctoria,i,1,4,83,,463,,,0.282723547,,1.577120512,,,1,disc,,COTI3_d,live,multiply all measurements taken live under microscope by 2,
EP,ES,23-Jul,Coreopsis,tinctoria,j,1,3,84,,437,,,0.286129855,,1.488556509,,,1,disc,,COTI3_d,live,multiply all measurements taken live under microscope by 2,
EP,ES,23-Jul,Coreopsis,tinctoria,j,1,4,74,,369,,,0.252066777,,1.256927578,,,1,disc,,COTI3_d,live,multiply all measurements taken live under microscope by 2,
FH,ES,21-Jul,Achillea,millefolium,a,1,1,71,,274,,,0.241847854,,0.933328337,,,1,disc,,ACMI2_d,redo? hard to tell if live or photo,,
FH,ES,21-Jul,Achillea,millefolium,a,1,2,125,,309,,,0.425788475,,1.05254911,,,1,disc,,ACMI2_d,redo? hard to tell if live or photo,,
FH,ES,21-Jul,Achillea,millefolium,a,1,3,102,,247,,,0.347443396,,0.841358027,,,1,disc,,ACMI2_d,redo? hard to tell if live or photo,,
FH,ES,21-Jul,Achillea,millefolium,b,1,1,109,,262,,,0.37128755,,0.892452644,,,1,disc,,ACMI2_d,redo? hard to tell if live or photo,,
FH,ES,21-Jul,Achillea,millefolium,b,1,2,108,,244,,,0.367881242,,0.831139103,,,1,disc,,ACMI2_d,redo? hard to tell if live or photo,,
FH,ES,21-Jul,Achillea,millefolium,b,1,3,94,,242,,,0.320192933,,0.824326488,,,1,disc,,ACMI2_d,redo? hard to tell if live or photo,,
FH,ES,21-Jul,Achillea,millefolium,b,2,1,129,,235,,,0.439413706,,0.800482333,,,1,disc,,ACMI2_d,redo? hard to tell if live or photo,,
FH,ES,21-Jul,Achillea,millefolium,b,2,2,122,,253,,,0.415569552,,0.861795874,,,1,disc,,ACMI2_d,redo? hard to tell if live or photo,,
FH,ES,21-Jul,Achillea,millefolium,b,2,3,112,,270,,,0.381506474,,0.919703106,,,1,disc,,ACMI2_d,redo? hard to tell if live or photo,,
FH,ES,21-Jul,Achillea,millefolium,c,1,1,125,,269,,,0.425788475,,0.916296798,,,1,disc,,ACMI2_d,redo? hard to tell if live or photo,,
FH,ES,21-Jul,Achillea,millefolium,c,1,2,102,,256,,,0.347443396,,0.872014797,,,1,disc,,ACMI2_d,redo? hard to tell if live or photo,,
